page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population,subregion_0,subregion_1,subregion_2
Charles Richard Parkin Christian,Pitcairn Islands,796203049,,,,,,,,,
Warren Clive Christian,Pitcairn Islands,796203180,,,,,,,,,
Jay Warren,Pitcairn Islands,796203252,,,,,,,,,
Robert Alston,Pitcairn Islands,796592041,,,,,,,,,
Butterworth Stavely,Pitcairn Islands,797221428,,,,,,,,,
Gerard Bromley Robert Christian,Pitcairn Islands,799551777,,,,,,,,,
Ivan Christian,Pitcairn Islands,799551778,,,,,,,,,
Pervis Ferris Young,Pitcairn Islands,799551779,,,,,,,,,
Thursday October Christian II,Pitcairn Islands,799551780,,,,,,,,,
Brenda Christian,Pitcairn Islands,799551784,,,,,,,,,
Shawn Christian (mayor),Pitcairn Islands,800137512,,,,,,,,,
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,,,,,,,,,
Earl Asim Martin,Saint Kitts and Nevis,687127320,,,,,,,,,
Paul Southwell,Saint Kitts and Nevis,703666654,,,,,,,,,
Lee Moore (politician),Saint Kitts and Nevis,709078753,,,,,,,,,
Joseph Parry (politician),Saint Kitts and Nevis,709078817,,,,,,,,,
Robert James Dugu Gordon,Saint Kitts and Nevis,710428915,,,,,,,,,
Sam Condor,Saint Kitts and Nevis,720360218,,,,,,,,,
Joseph Nathaniel France,Saint Kitts and Nevis,720572188,,,,,,,,,
Shawn Richards,Saint Kitts and Nevis,723892438,,,,,,,,,
Patrice Nisbett,Saint Kitts and Nevis,737165159,,,,,,,,,
Premier of Nevis,Saint Kitts and Nevis,757950077,,,,,,,,,
Vance Amory,Saint Kitts and Nevis,774778329,,,,,,,,,
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,,,,,,,,,
Ada Mae Edwards,Saint Kitts and Nevis,779378782,,,,,,,,,
Constance V. Mitcham,Saint Kitts and Nevis,779379168,,,,,,,,,
Marcella Liburd,Saint Kitts and Nevis,783358108,,,,,,,,,
Mark Brantley,Saint Kitts and Nevis,784208810,,,,,,,,,
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,,,,,,,,,
Clement Arrindell,Saint Kitts and Nevis,788231533,,,,,,,,,
Tapley Seaton,Saint Kitts and Nevis,792406694,,,,,,,,,
Konris Maynard,Saint Kitts and Nevis,794794927,,,,,,,,,
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,,,,,,,,,
Simeon Daniel,Saint Kitts and Nevis,797053483,,,,,,,,,
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,,,,,,,,,
Kennedy Simmonds,Saint Kitts and Nevis,798766032,,,,,,,,,
Timothy Harris,Saint Kitts and Nevis,799339256,,,,,,,,,
Ouboutou Tegremante,Saint Kitts and Nevis,799930780,,,,,,,,,
Eustace John,Saint Kitts and Nevis,802273418,,,,,,,,,
Denzil Douglas,Saint Kitts and Nevis,804081241,,,,,,,,,
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,,,,,,,,,
Cuthbert Sebastian,Saint Kitts and Nevis,804942241,,,,,,,,,
List of mayors of Radoviš,Macedonia,690088836,,,,,,,,,
Trifun Kostovski,Macedonia,711339559,,,,,,,,,
Dimitar Dimitrov (writer),Macedonia,714327408,,,,,,,,,
Jagnula Kunovska,Macedonia,715648720,,,,,,,,,
Stevo Pendarovski,Macedonia,717927538,,,,,,,,,
Gordan Georgiev,Macedonia,724075817,,,,,,,,,
Slobodan Čašule,Macedonia,724421215,,,,,,,,,
Spiro Ristovski,Macedonia,724502588,,,,,,,,,
Valon Saracini,Macedonia,725551017,,,,,,,,,
Mile Zechevikj,Macedonia,725560890,,,,,,,,,
Nikola Spasovski,Macedonia,725570133,,,,,,,,,
Vančo Šontevski,Macedonia,725570918,,,,,,,,,
Risto Gjorgjiev,Macedonia,725570977,,,,,,,,,
Vlado Misajlovski,Macedonia,725577168,,,,,,,,,
Ksente Bogoev,Macedonia,728545577,,,,,,,,,
Ferdinand Odžakov,Macedonia,736545789,,,,,,,,,
Slobodan Bogoevski,Macedonia,738375479,,,,,,,,,
Ministry of Environment and Physical Planning,Macedonia,738431228,,,,,,,,,
Vangel Ajanovski-Oče,Macedonia,751054819,,,,,,,,,
Emil Kirjas,Macedonia,756341426,,,,,,,,,
Abdylaqim Ademi,Macedonia,762110004,,,,,,,,,
Dobri Veličkovski,Macedonia,763061803,,,,,,,,,
Stanko Mladenovski,Macedonia,764411930,,,,,,,,,
Siljan Avramovski,Macedonia,765551331,,,,,,,,,
Goran Mitevski,Macedonia,771736771,,,,,,,,,
Stevčo Jakimovski,Macedonia,774773036,,,,,,,,,
Mile Janakieski,Macedonia,774773200,,,,,,,,,
Ilija Dimovski,Macedonia,779048199,,,,,,,,,
Todor Petrov,Macedonia,780424320,,,,,,,,,
Metodija Andonov-Čento,Macedonia,781819701,,,,,,,,,
Vera Aceva,Macedonia,783955998,,,,,,,,,
Dragan Bogdanovski,Macedonia,784214010,,,,,,,,,
Ljupco Andonovski,Macedonia,786138077,,,,,,,,,
Abdilaqim Ademi,Macedonia,787391041,,,,,,,,,
Timco Mucunski,Macedonia,787914897,,,,,,,,,
Gabriela Konevska-Trajkovska,Macedonia,787991725,,,,,,,,,
Ilinka Mitreva,Macedonia,787991780,,,,,,,,,
Igor Džundev,Macedonia,788000145,,,,,,,,,
Ljube Boškoski,Macedonia,788026057,,,,,,,,,
Zoran Veruševski,Macedonia,788727080,,,,,,,,,
Andrej Žernovski,Macedonia,789073582,,,,,,,,,
Mincho Jordanov,Macedonia,790065914,,,,,,,,,
Gordana Jankuloska,Macedonia,790422718,,,,,,,,,
Sašo Mijalkov,Macedonia,790441999,,,,,,,,,
Maksim Dimitrievski,Macedonia,791059536,,,,,,,,,
Bojan Bojanovski,Macedonia,791879937,,,,,,,,,
Boris Trajkovski,Macedonia,791970429,,,,,,,,,
Mirvan Xhemaili,Macedonia,791991542,,,,,,,,,
Branko Crvenkovski,Macedonia,792146742,,,,,,,,,
Bujar Osmani,Macedonia,792571494,,,,,,,,,
Zoran Stavreski,Macedonia,795362031,,,,,,,,,
Adnan Jashari,Macedonia,797194590,,,,,,,,,
Radmila Šekerinska,Macedonia,797194679,,,,,,,,,
Džordže Arsov,Macedonia,800739330,,,,,,,,,
Savo Klimovski,Macedonia,801846630,,,,,,,,,
Alajdin Demiri,Macedonia,803102189,,,,,,,,,
President of Macedonia,Macedonia,804647547,,,,,,,,,
Kiro Gligorov,Macedonia,804752356,,,,,,,,,
Mayor of the City of Skopje,Macedonia,805813045,,,,,,,,,
Gjorge Ivanov,Macedonia,805874186,,,,,,,,,
Josif Mihajlović Jurukovski,Macedonia,806155912,,,,,,,,,
Zoran Jolevski,Macedonia,806217021,,,,,,,,,
Zoran Zaev,Macedonia,806504184,,,,,,,,,
Teuta Arifi,Macedonia,806835501,,,,,,,,,
Koce Trajanovski,Macedonia,807092813,,,,,,,,,
Zaur Avidzba,Abkhazia,694519009,,,,,,,,,
Zaur Ardzinba,Abkhazia,704938340,,,,,,,,,
Zurab Achba,Abkhazia,721094337,,,,,,,,,
Shota Shamatava,Abkhazia,723736482,,,,,,,,,
Sumbat Saakian,Abkhazia,755193428,,,,,,,,,
Zakan Jugelia,Abkhazia,786203824,,,,,,,,,
Raul Eshba,Abkhazia,789039267,,,,,,,,,
Bagrat Shinkuba,Abkhazia,789818648,,,,,,,,,
Samson Chanba,Abkhazia,789818730,,,,,,,,,
Efrem Eshba,Abkhazia,798644673,,,,,,,,,
Garri Aiba,Abkhazia,799618550,,,,,,,,,
Zhiuli Shartava,Abkhazia,802029007,,,,,,,,,
Yuri Voronov,Abkhazia,803018106,,,,,,,,,
Gennadi Berulava,Abkhazia,805063877,,,,,,,,,
Guram Gabiskiria,Abkhazia,805775169,,,,,,,,,
Nestor Lakoba,Abkhazia,805967589,,,,,,,,,
Young Vivian,Niuean,703037968,,,,,,,,,
Robert Rex,Niuean,763768679,,,,,,,,,
Atapana Siakimotu,Niuean,766068997,,,,,,,,,
Ahohiva Levi,Niuean,766068998,,,,,,,,,
Bill Vakaafi Motufoou,Niuean,766069253,,,,,,,,,
Pokotoa Sipeli,Niuean,766069256,,,,,,,,,
Terry Coe,Niuean,766069372,,,,,,,,,
Togiavalu Pihigia,Niuean,766069407,,,,,,,,,
Hima Douglas,Niuean,766069520,,,,,,,,,
Dalton Tagelagi,Niuean,766069576,,,,,,,,,
Michael Jackson (journalist),Niuean,770018880,,,,,,,,,
Enetama Lipitoa,Niuean,771152922,,,,,,,,,
Sani Lakatani,Niuean,775947817,,,,,,,,,
O'Love Jacobsen,Niuean,779369629,,,,,,,,,
Sisilia Talagi,Niuean,779369671,,,,,,,,,
Salilo Tongia,Niuean,779369724,,,,,,,,,
Va'aiga Tukuitonga,Niuean,779369750,,,,,,,,,
Togia Sioneholo,Niuean,796747380,,,,,,,,,
Premier of Niue,Niuean,797757076,,,,,,,,,
Toke Talagi,Niuean,803392432,,,,,,,,,
Frank Lui,Niuean,804027488,,,,,,,,,
Joan Viliamu,Niuean,806666816,,,,,,,,,
Noel Ahipeaud,Ivorian,703133769,,,,,,,,,
Tuo Fozié,Ivorian,708711840,,,,,,,,,
Léon Emmanuel Monnet,Ivorian,710585105,,,,,,,,,
Pierre Djédji Amondji,Ivorian,713176326,,,,,,,,,
Diabete Aboubacar Siriki,Ivorian,713381693,,,,,,,,,
Auguste Denise,Ivorian,714183793,,,,,,,,,
Philippe Yacé,Ivorian,714200423,,,,,,,,,
Jean-Baptiste Mockey,Ivorian,714822110,,,,,,,,,
Séry Bailly,Ivorian,725560428,,,,,,,,,
Laurent Akoun,Ivorian,729142061,,,,,,,,,
Daniel Aka Ahizi,Ivorian,733596387,,,,,,,,,
Bamba Mamadou,Ivorian,735408389,,,,,,,,,
Simeon Aké,Ivorian,743428650,,,,,,,,,
Martial Joseph Ahipeaud,Ivorian,744522699,,,,,,,,,
Innocent Anaky,Ivorian,744920472,,,,,,,,,
First Lady of Ivory Coast,Ivorian,749766207,,,,,,,,,
Queen Pokou,Ivorian,750972336,,,,,,,,,
Émile Boga Doudou,Ivorian,755479236,,,,,,,,,
Adrien Jules Jean Bonhoure,Ivorian,756060260,,,,,,,,,
Seydou Diarra,Ivorian,760303900,,,,,,,,,
Gilbert Aké,Ivorian,760304267,,,,,,,,,
Jeannot Ahoussou-Kouadio,Ivorian,760393381,,,,,,,,,
Henri Konan Bédié,Ivorian,764345360,,,,,,,,,
Affoussiata Bamba-Lamine,Ivorian,766524815,,,,,,,,,
Lambert Amon Tanoh,Ivorian,767265950,,,,,,,,,
Jean-Louis Billon,Ivorian,768302622,,,,,,,,,
Robert Beugré Mambé,Ivorian,769591168,,,,,,,,,
Abdourahmane Cissé,Ivorian,770710515,,,,,,,,,
Vice-President of Ivory Coast,Ivorian,774756970,,,,,,,,,
Jean Konan Banny,Ivorian,776348888,,,,,,,,,
Jacqueline Oble,Ivorian,779741800,,,,,,,,,
Ernest Boka,Ivorian,784395089,,,,,,,,,
François Amichia,Ivorian,787310676,,,,,,,,,
Aboubakar Diaby Ouattara,Ivorian,787437447,,,,,,,,,
Youssouf Bakayoko,Ivorian,788065543,,,,,,,,,
Chantal Compaoré,Ivorian,788330706,,,,,,,,,
Désiré Tagro,Ivorian,788421683,,,,,,,,,
Mamadou Koulibaly,Ivorian,788462808,,,,,,,,,
Pascal Affi N'Guessan,Ivorian,788498433,,,,,,,,,
Étienne Djaument,Ivorian,788825623,,,,,,,,,
Victor Biaka Boda,Ivorian,788825785,,,,,,,,,
Loubo Augustin Djessou,Ivorian,788827789,,,,,,,,,
Aké Loba,Ivorian,789476691,,,,,,,,,
Aya Virginie Toure,Ivorian,790279945,,,,,,,,,
Bernard Zadi Zaourou,Ivorian,791177695,,,,,,,,,
Charles Konan Banny,Ivorian,793682835,,,,,,,,,
Christine Adjobi,Ivorian,794194775,,,,,,,,,
Charles Blé Goudé,Ivorian,797168824,,,,,,,,,
Sékou Sanogo,Ivorian,797736207,,,,,,,,,
Paul Antoine Bohoun Bouabré,Ivorian,797737768,,,,,,,,,
Léon Konan Koffi,Ivorian,799061508,,,,,,,,,
Paul Yao N'Dré,Ivorian,799484902,,,,,,,,,
Daniel Kablan Duncan,Ivorian,799873303,,,,,,,,,
Augustin Thiam,Ivorian,800116906,,,,,,,,,
Simone Gbagbo,Ivorian,800169882,,,,,,,,,
Henriette Diabaté,Ivorian,800750399,,,,,,,,,
Félix Houphouët-Boigny,Ivorian,801282263,,,,,,,,,
List of heads of government of Ivory Coast,Ivorian,802048749,,,,,,,,,
Michel Amani N'Guessan,Ivorian,802374350,,,,,,,,,
Jeanne Gervais,Ivorian,802893546,,,,,,,,,
Gladys Anoma,Ivorian,802893568,,,,,,,,,
Bernard Binlin Dadié,Ivorian,802904214,,,,,,,,,
Robert Guéï,Ivorian,803820918,,,,,,,,,
List of heads of state of Ivory Coast,Ivorian,803821448,,,,,,,,,
Francis Wodié,Ivorian,803941004,,,,,,,,,
List of vice-presidents of Ivory Coast,Ivorian,804108433,,,,,,,,,
Amadou Gon Coulibaly,Ivorian,805044583,,,,,,,,,
Alassane Ouattara,Ivorian,806218350,,,,,,,,,
Hortense Aka-Anghui,Ivorian,806287770,,,,,,,,,
Dagobert Banzio,Ivorian,806421729,,,,,,,,,
Guillaume Soro,Ivorian,806973935,,,,,,,,,
Laurent Gbagbo,Ivorian,807159456,,,,,,,,,
Patrick Achi,Ivorian,807296683,,,,,,,,,
Simon Jenko,Carniolan,703436823,,,,,,,,,
Ivan Hribar,Carniolan,713766077,,,,,,,,,
Gregor Žerjav,Carniolan,716507073,,,,,,,,,
Karel Dežman,Carniolan,716574519,,,,,,,,,
Josip Vilfan,Carniolan,717350390,,,,,,,,,
Luka Svetec,Carniolan,717669055,,,,,,,,,
Janez Evangelist Krek,Carniolan,726434981,,,,,,,,,
Etbin Henrik Costa,Carniolan,729435354,,,,,,,,,
Mihael Preiss,Carniolan,738955897,,,,,,,,,
Karel Lavrič,Carniolan,741794691,,,,,,,,,
Lovro Toman,Carniolan,744636212,,,,,,,,,
Bogumil Vošnjak,Carniolan,747945423,,,,,,,,,
Fran Levstik,Carniolan,755713654,,,,,,,,,
Ivan Tavčar,Carniolan,769425247,,,,,,,,,
Josip Jurčič,Carniolan,777587526,,,,,,,,,
Josip Vošnjak,Carniolan,777588436,,,,,,,,,
Janez Bleiweis,Carniolan,780281974,,,,,,,,,
Andrej Einspieler,Carniolan,789072979,,,,,,,,,
Ivan Lorković,Carniolan,789263095,,,,,,,,,
Janko Kersnik,Carniolan,789273199,,,,,,,,,
Ivan Šusteršič,Carniolan,789681987,,,,,,,,,
Philipp von Cobenzl,Carniolan,790213148,,,,,,,,,
Petrus Compton,Saint Lucian,703819839,,,,,,,,,
Harold Dalson,Saint Lucian,709912281,,,,,,,,,
Keith Mondesir,Saint Lucian,709912316,,,,,,,,,
Rufus Bousquet,Saint Lucian,709914459,,,,,,,,,
Len Ishmael,Saint Lucian,716376965,,,,,,,,,
Dominic Fedee,Saint Lucian,725910626,,,,,,,,,
Philip Pierre,Saint Lucian,726374537,,,,,,,,,
Hunter J. Francois,Saint Lucian,730756593,,,,,,,,,
Vincent Floissac,Saint Lucian,736890123,,,,,,,,,
George Odlum,Saint Lucian,736890129,,,,,,,,,
Ezechiel Joseph,Saint Lucian,757044849,,,,,,,,,
Menissa Rambally,Saint Lucian,757615710,,,,,,,,,
Damian Greaves,Saint Lucian,760443772,,,,,,,,,
Richard Frederick,Saint Lucian,770812205,,,,,,,,,
Oliver Plunkett (judge),Saint Lucian,770813700,,,,,,,,,
Gale Rigobert,Saint Lucian,770814043,,,,,,,,,
Heraldine Rock,Saint Lucian,773251387,,,,,,,,,
Peter Josie,Saint Lucian,775241473,,,,,,,,,
Jeannine Compton-Antoine,Saint Lucian,776374386,,,,,,,,,
Lenard Montoute,Saint Lucian,780250934,,,,,,,,,
Louis George (politician),Saint Lucian,782356881,,,,,,,,,
Mario Michel,Saint Lucian,783539672,,,,,,,,,
Marie Grace Augustin,Saint Lucian,785101569,,,,,,,,,
Alvina Reynolds,Saint Lucian,788727127,,,,,,,,,
Arsene James,Saint Lucian,789789654,,,,,,,,,
Sarah Flood-Beaubrun,Saint Lucian,790422420,,,,,,,,,
List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,,,,,,,,,
Allan Louisy,Saint Lucian,797914672,,,,,,,,,
Allen Montgomery Lewis,Saint Lucian,797914793,,,,,,,,,
Boswell Williams,Saint Lucian,797970479,,,,,,,,,
George Charles,Saint Lucian,798164824,,,,,,,,,
George Mallet,Saint Lucian,798165675,,,,,,,,,
Julian Hunte,Saint Lucian,798468800,,,,,,,,,
Morella Joseph,Saint Lucian,799034545,,,,,,,,,
Pearlette Louisy,Saint Lucian,799842307,,,,,,,,,
Stanislaus A. James,Saint Lucian,800680583,,,,,,,,,
Stephenson King,Saint Lucian,800696547,,,,,,,,,
Edmund Estephane,Saint Lucian,801070713,,,,,,,,,
Vaughan Lewis,Saint Lucian,801096569,,,,,,,,,
Winston Cenac,Saint Lucian,801276622,,,,,,,,,
Emma Hippolyte,Saint Lucian,801563305,,,,,,,,,
John Compton,Saint Lucian,803737879,,,,,,,,,
Kenny Anthony,Saint Lucian,803917686,,,,,,,,,
Michael Pilgrim,Saint Lucian,805577053,,,,,,,,,
Allen Chastanet,Saint Lucian,805945778,,,,,,,,,
Governor-General of Saint Lucia,Saint Lucian,806408228,,,,,,,,,
Guy Joseph,Saint Lucian,807198874,,,,,,,,,
Thomas François Burgers,South African Republic,704636517,,,,,,,,,
Willem Cornelis Janse van Rensburg,South African Republic,716703178,,,,,,,,,
Harry Struben,South African Republic,736854878,,,,,,,,,
"Kruger House, Pretoria",South African Republic,772410051,,,,,,,,,
Boekenhoutfontein,South African Republic,776299184,,,,,,,,,
State President of the South African Republic,South African Republic,783371989,,,,,,,,,
Transvaal Civil War,South African Republic,787611475,,,,,,,,,
"Heroes' Acre, Pretoria",South African Republic,793010122,,,,,,,,,
"Clarens, Switzerland",South African Republic,794593079,,,,,,,,,
"Statue of Paul Kruger, Church Square",South African Republic,800488968,,,,,,,,,
Krugersdorp,South African Republic,801877418,,,,,,,,,
Ben Viljoen,South African Republic,804250196,,,,,,,,,
Krugerrand,South African Republic,804713000,,,,,,,,,
Kruger National Park,South African Republic,805927999,,,,,,,,,
Piet Joubert,South African Republic,807269619,,,,,,,,,
Céleo Arias,Hondura,704789339,,,,,,,,,
Juan Francisco de Molina,Hondura,705346284,,,,,,,,,
Felipe Neri Medina,Hondura,705346304,,,,,,,,,
Mariano Garrigó,Hondura,705346378,,,,,,,,,
José María Bustillo (Honduran),Hondura,705346396,,,,,,,,,
Francisco Gómez (acting president),Hondura,705346462,,,,,,,,,
Salvador Aguirre (Honduras),Hondura,705346724,,,,,,,,,
Francisco Bográn,Hondura,705346741,,,,,,,,,
Juan Ramón Salgado,Hondura,707824636,,,,,,,,,
Juan José Alvarado,Hondura,710598059,,,,,,,,,
Juan Ángel Almendares Bonilla,Hondura,711170881,,,,,,,,,
Oscar Kilgore,Hondura,715365023,,,,,,,,,
Roberto Flores Bermúdez,Hondura,716882219,,,,,,,,,
María Josefa Lastiri,Hondura,717808509,,,,,,,,,
Eduardo Bueso,Hondura,718132526,,,,,,,,,
Elvin Santos,Hondura,719637124,,,,,,,,,
Marlon Pascua,Hondura,722006681,,,,,,,,,
Domingo Vásquez,Hondura,722195895,,,,,,,,,
Enrique Flores Lanza,Hondura,722442093,,,,,,,,,
Renan Inestroza,Hondura,723153856,,,,,,,,,
Mauricio Oliva,Hondura,723304712,,,,,,,,,
Armando Calidonio,Hondura,725105423,,,,,,,,,
Carlos Urbizo,Hondura,725343188,,,,,,,,,
Mauricio Villeda,Hondura,725459626,,,,,,,,,
Miguel Andonie Fernández,Hondura,725591760,,,,,,,,,
Yolani Batres,Hondura,726246603,,,,,,,,,
Manuel Antonio Alberto Zelaya,Hondura,726766670,,,,,,,,,
Abraham Alvarenga Urbina,Hondura,742298045,,,,,,,,,
Agapito Robleda Castro,Hondura,745838578,,,,,,,,,
César Castellanos (politician),Hondura,746117875,,,,,,,,,
Adolfo Lionel Sevilla,Hondura,748832681,,,,,,,,,
Vicente Tosta,Hondura,749185736,,,,,,,,,
Aníbal Delgado Fiallos,Hondura,749663646,,,,,,,,,
Toribio Aguilera,Hondura,749695259,,,,,,,,,
Nora Gúnera de Melgar,Hondura,757092750,,,,,,,,,
Elizabeth Azcona Bocock,Hondura,757561950,,,,,,,,,
Sandra Midence,Hondura,757617005,,,,,,,,,
Juan Alberto Melgar Castro,Hondura,764646645,,,,,,,,,
Vilma Cecilia Morales,Hondura,773563309,,,,,,,,,
Carlos Zúñiga Figueroa,Hondura,777334919,,,,,,,,,
José Adolfo Alvarado Lara,Hondura,777592070,,,,,,,,,
Juan Carlos Zuniga,Hondura,777669643,,,,,,,,,
Julio Lozano Díaz,Hondura,777796210,,,,,,,,,
Juan Carlos Valenzuela (politician),Hondura,779557210,,,,,,,,,
Mario Alexander Barahona Martínez,Hondura,783532382,,,,,,,,,
Mario Canahuati,Hondura,783534612,,,,,,,,,
Matías Funes,Hondura,784048015,,,,,,,,,
María Antonieta de Bográn,Hondura,786165176,,,,,,,,,
Orle Solís,Hondura,789599196,,,,,,,,,
Sergio Arturo Castellanos,Hondura,789599235,,,,,,,,,
Hipólita Rodríguez,Hondura,789599241,,,,,,,,,
German Leitzelar,Hondura,789599248,,,,,,,,,
Marco Antonio Andino,Hondura,789599260,,,,,,,,,
Lisandro Mauricio Arias,Hondura,789599265,,,,,,,,,
José Azcona Bocock,Hondura,789599272,,,,,,,,,
Yadira Bendaña,Hondura,789599288,,,,,,,,,
José Rosario Bonano,Hondura,789599294,,,,,,,,,
Romualdo Bueso Melghem,Hondura,789599300,,,,,,,,,
Teófilo Enamorado,Hondura,789599316,,,,,,,,,
Gabo Alfredo Jalil,Hondura,789599319,,,,,,,,,
Eleazar Alexander Juárez,Hondura,789599323,,,,,,,,,
Carlos Alfredo Lara Watson,Hondura,789599331,,,,,,,,,
Wenceslao Lara Orellana,Hondura,789599336,,,,,,,,,
Maria Aracely Leiva,Hondura,789599343,,,,,,,,,
Fredy Renán Nájera,Hondura,789599348,,,,,,,,,
Waldina Paz,Hondura,789599355,,,,,,,,,
Jesús Dagoberto Perdomo,Hondura,789599360,,,,,,,,,
Modesto Rodas Alvarado,Hondura,789599369,,,,,,,,,
Erick Mauricio Rodríguez,Hondura,789599374,,,,,,,,,
Víctor Rolando Sabillón,Hondura,789599381,,,,,,,,,
Dennis Antonio Sánchez,Hondura,789599388,,,,,,,,,
Elman Joel Sandoval,Hondura,789599393,,,,,,,,,
Mario Edgardo Segura,Hondura,789599398,,,,,,,,,
Perla Simons,Hondura,789599401,,,,,,,,,
Felipe Zúniga del Cid,Hondura,789599406,,,,,,,,,
Juan Francisco Argeñal,Hondura,789599415,,,,,,,,,
Nasry Asfura,Hondura,789599418,,,,,,,,,
Yaudet Burbara,Hondura,789599427,,,,,,,,,
Oscar Orlando Burgos,Hondura,789599429,,,,,,,,,
Wilfredo Bustillo Castellanos,Hondura,789599434,,,,,,,,,
Victoria Carrasco,Hondura,789599444,,,,,,,,,
Gladys Bernarda Casco,Hondura,789599449,,,,,,,,,
Rigoberto Chang Castillo,Hondura,789599455,,,,,,,,,
María Teresa Chávez,Hondura,789599463,,,,,,,,,
Alberto Chedrani,Hondura,789599476,,,,,,,,,
Celín Discua,Hondura,789599485,,,,,,,,,
Martha Concepción Figueroa,Hondura,789599488,,,,,,,,,
Brenda Mercedes Flores,Hondura,789599496,,,,,,,,,
Julio César Gámez Interiano,Hondura,789599506,,,,,,,,,
Roberto Gámez Panchamé,Hondura,789599509,,,,,,,,,
Miguel Ángel Gámez,Hondura,789599513,,,,,,,,,
Lorena Enriqueta Herrera,Hondura,789599522,,,,,,,,,
Rodolfo Irias Navas,Hondura,789599528,,,,,,,,,
Abraham Kafati Díaz,Hondura,789599532,,,,,,,,,
Juan Fernando Lobo,Hondura,789599542,,,,,,,,,
Miguel Edgardo Martínez,Hondura,789599547,,,,,,,,,
Eliseo Noel Mejía,Hondura,789599561,,,,,,,,,
Oscar Ramón Nájera,Hondura,789599562,,,,,,,,,
Claudio Roberto Perdomo,Hondura,789599568,,,,,,,,,
Mario Alonso Pérez López,Hondura,789599570,,,,,,,,,
Milton Jesús Puerto,Hondura,789599575,,,,,,,,,
Oswaldo Ramos Soto,Hondura,789599581,,,,,,,,,
Donaldo Ernesto Reyes,Hondura,789599586,,,,,,,,,
Antonio Rivera Callejas,Hondura,789599589,,,,,,,,,
José Juan Rivera Ramos,Hondura,789599594,,,,,,,,,
Salvador Valeriano Pineda,Hondura,789599607,,,,,,,,,
Welsy Vásquez,Hondura,789599609,,,,,,,,,
José Rodolfo Zelaya,Hondura,789599615,,,,,,,,,
Yessenia Coely Zelaya,Hondura,789599618,,,,,,,,,
Adela Elizabeth Zúñiga,Hondura,789599620,,,,,,,,,
Ramón Villeda Bermúdez,Hondura,789600726,,,,,,,,,
Jorge Aguilar Paredes,Hondura,789600760,,,,,,,,,
Andrés Pavón,Hondura,789600953,,,,,,,,,
Marvin Ponce,Hondura,789600975,,,,,,,,,
Jorge Elvir,Hondura,789601015,,,,,,,,,
Rodolfo Padilla Sunseri,Hondura,789601536,,,,,,,,,
Mireya Agüero,Hondura,790412309,,,,,,,,,
María Dolores Agüero,Hondura,790412332,,,,,,,,,
Rosa Elena Bonilla,Hondura,791906998,,,,,,,,,
Xiomara Castro,Hondura,791907048,,,,,,,,,
Eduardo Gauggel Medina,Hondura,792070727,,,,,,,,,
Carlos Escaleras,Hondura,793178396,,,,,,,,,
Carlos Gabriel Kattán,Hondura,793179072,,,,,,,,,
Carlos Ramón Aguilar Guifarro,Hondura,793183704,,,,,,,,,
José Alfredo Saavedra,Hondura,794482135,,,,,,,,,
César Ham,Hondura,795765167,,,,,,,,,
Mario Fernando Hernández,Hondura,796180350,,,,,,,,,
Eduardo Gauggel Rivas,Hondura,796291215,,,,,,,,,
Bernard Martínez Valerio,Hondura,796597000,,,,,,,,,
Felicito Ávila,Hondura,796635107,,,,,,,,,
Patricia Rodas,Hondura,796709335,,,,,,,,,
Carlos Humberto Reyes,Hondura,797385790,,,,,,,,,
Carlos López Contreras,Hondura,797499354,,,,,,,,,
Sadia Argueta,Hondura,797677168,,,,,,,,,
Margarita Dabdoub Sikaffi,Hondura,797684912,,,,,,,,,
José Tomás Ponce,Hondura,798394355,,,,,,,,,
Mary Elizabeth Flores,Hondura,798401950,,,,,,,,,
José Cecilio del Valle,Hondura,798460200,,,,,,,,,
David Romero Ellner,Hondura,799220342,,,,,,,,,
Norma Haydee Calderón,Hondura,799300330,,,,,,,,,
Olman Danery Maldonado,Hondura,799341541,,,,,,,,,
Silvia Ayala,Hondura,800166969,,,,,,,,,
Ricardo Álvarez Arias,Hondura,800643446,,,,,,,,,
Efraín Bu Girón,Hondura,801194944,,,,,,,,,
Walter Antonio Chávez,Hondura,801414837,,,,,,,,,
Elvia Josefina Amador,Hondura,801499755,,,,,,,,,
Marlon Tábora Muñoz,Hondura,802009929,,,,,,,,,
Marco Aurelio Soto,Hondura,802955117,,,,,,,,,
Arnoldo José Avilés García,Hondura,803808871,,,,,,,,,
Coronado Chávez,Hondura,803835401,,,,,,,,,
Florencio Xatruch,Hondura,803835755,,,,,,,,,
Ramón Villeda Morales,Hondura,803836305,,,,,,,,,
Roberto Suazo Córdova,Hondura,803836472,,,,,,,,,
Rafael Leonardo Callejas Romero,Hondura,803836551,,,,,,,,,
Vicente Mejía Colindres,Hondura,804127803,,,,,,,,,
